Ticker,SimFinId,Company Name,IndustryId
AMOT,126799,ALLIED MOTION TECHNOLOGIES INC,101001.0
AMP,67872,AMERIPRISE FINANCIAL INC,104001.0
AMRK,259435,"A-Mark Precious Metals, Inc.",104003.0
AMRU,658903,AMARU INC,
AMSC,33387,AMERICAN SUPERCONDUCTOR CORP /DE/,101001.0
AMSWA,196458,AMERICAN SOFTWARE INC,101003.0
AMT,68339,AMERICAN TOWER CORP /MA/,108001.0
AMTD,356477,TD AMERITRADE HOLDING CORP,104003.0
AMWD,77084,AMERICAN WOODMARK CORP,103004.0
AMZN,62747,AMAZON COM INC,103002.0
AN,66437,"AUTONATION, INC.",103005.0
ANDE,783409,"Andersons, Inc.",102001.0
ANDV,378224,Andeavor,107001.0
ANDX,904346,ANDEAVOR LOGISTICS LP,107003.0
ANET,536189,"Arista Networks, Inc.",101001.0
ANF,188522,ABERCROMBIE & FITCH CO /DE/,103002.0
ANGI,647538,ANGI Homeservices Inc.,101002.0
ANIK,823284,"Anika Therapeutics, Inc.",106002.0
ANSS,126145,ANSYS INC,101003.0
ANTM,378099,Anthem Inc.,106006.0
AOBC,952565,AMERICAN OUTDOOR BRANDS CORP,100008.0
AON,67471,Aon plc,104003.0
AOS,445771,Smith A O Corp,100001.0
AOSL,175314,ALPHA & OMEGA SEMICONDUCTOR Ltd,101004.0
AP,995247,AMPCO PITTSBURGH CORP,
APA,254576,APACHE CORP,107002.0
APC,67564,ANADARKO PETROLEUM CORP,107002.0
APD,185217,AIR PRODUCTS & CHEMICALS INC /DE/,110001.0
APGH,967946,"PlayAGS, Inc.",
APH,65820,AMPHENOL CORP /DE/,101001.0
APIC,34899,Apigee Corp,101003.0
APO,817726,Apollo Global Management LLC,104001.0
APOG,327543,"APOGEE ENTERPRISES, INC.",110005.0
APPF,959861,APPFOLIO INC,101003.0
APPS,826035,"Digital Turbine, Inc.",101003.0
APRN,978546,"Blue Apron Holdings, Inc.",103002.0
APTI,741619,Apptio Inc,101003.0
APTV,378125,Aptiv PLC,103005.0
APU,723175,AMERIGAS PARTNERS LP,105001.0
APVO,819111,Aptevo Therapeutics Inc.,106002.0
AR,466098,ANTERO RESOURCES Corp,107002.0
ARA,84598,"American Renal Associates Holdings, Inc.",106001.0
ARAY,173115,ACCURAY INC,106004.0
ARCB,822441,ARCBEST CORP /DE/,100010.0
ARCH,646016,ARCH COAL INC,
ARCI,165913,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,103002.0
ARCP,543421,"VEREIT, Inc.",109001.0
ARCW,674718,"ARC Group Worldwide, Inc.",100001.0
ARE,445788,Alexandria Real Estate Equities Inc,109001.0
AREX,919131,Approach Resources Inc,107002.0
ARG,442344,"Airgas, Inc.",110001.0
ARI,498489,"Apollo Commercial Real Estate Finance, Inc.",109001.0
ARKR,952460,ARK RESTAURANTS CORP,103003.0
ARLP,786231,ALLIANCE RESOURCE PARTNERS LP,110006.0
ARMK_old,692435,"Aramark Services, Inc.",103003.0
ARNA,826177,ARENA PHARMACEUTICALS INC,106002.0
ARNC,195506,Arconic,100001.0
ARO,93605,AEROPOSTALE INC,103002.0
AROC,998457,"Archrock, Inc.",107004.0
ARQL,795983,ARQULE INC,106002.0
ARRS,445801,Arris Group Inc,101005.0
ARRY,50863,ARRAY BIOPHARMA INC,106002.0
ARTEC,60673,"Artec Global Media, Inc.",
ARTX,739639,AROTECH CORP,100001.0
ARVN,947146,"ARVINAS, INC.",106002.0
ARW,445806,Arrow Electronics Inc,101001.0
ARWR,952053,"ARROWHEAD PHARMACEUTICALS, INC.",106002.0
ASAN,1070494,"Asana, Inc.",101003.0
ASCMA,707350,"Ascent Capital Group, Inc.",100007.0
ASGN,1059907,ASGN Inc,108003.0
ASH,136913,Ashland Global Holdings Inc.,110001.0
ASNA,35533,"Ascena Retail Group, Inc.",103002.0
ASPN,491354,ASPEN AEROGELS INC,110005.0
ASPU,652699,"ASPEN GROUP, INC.",102006.0
ASTC,671045,ASTROTECH Corp,100008.0
ASYS,819674,AMTECH SYSTEMS INC,101004.0
ATHN,495675,ATHENAHEALTH INC,101003.0
ATI,442346,Allegheny Technologies Inc.,100001.0
ATK,858017,Simply Good Foods Co,102002.0
ATKR,368117,Atkore International Group Inc.,100001.0
ATNX,785769,"Athenex, Inc.",106002.0
ATO,445830,Atmos Energy Corp,105001.0
ATOM,1070617,Atomera Inc,100003.0
ATR,445832,Aptargroup Inc,103018.0
ATRO,683677,ASTRONICS CORP,100008.0
ATSR,900135,Square Chain Corp.,
ATU,89259,ACTUANT CORP,100001.0
ATUS,997777,"Altice USA, Inc.",103001.0
ATVI,243,Activision Blizzard,101003.0
ATW,412984,ATWOOD OCEANICS INC,107006.0
AUDH,574468,AURORA DIAGNOSTICS HOLDINGS LLC,
AVA,703252,AVISTA CORP,105001.0
AVAV,75856,AeroVironment Inc,100008.0
AVB,66223,AVALONBAY COMMUNITIES INC,109001.0
AVEO,809080,AVEO PHARMACEUTICALS INC,106002.0
AVGO,686523,Broadcom Inc.,101004.0
AVGO_old,378100,Avago Technologies,101004.0
AVGR,896087,Avinger Inc,106004.0
AVLR,989057,"AVALARA, INC.",
AVNW,208290,"AVIAT NETWORKS, INC.",101005.0
AVP,335142,AVON PRODUCTS INC,102002.0
AVT,884659,AVNET INC,101001.0
AVTR,1033572,"Avantor, Inc.",
AVXL,436223,ANAVEX LIFE SCIENCES CORP.,106002.0
AVY,66346,Avery Dennison Corp,100001.0
AVYA,934338,Avaya Holdings Corp.,
AWH,445853,Allied World Assurance Co Holdings AG,104006.0
AWI,253579,ARMSTRONG WORLD INDUSTRIES INC,110005.0
AWK,168302,"American Water Works Company, Inc.",105001.0
AWRE,512152,AWARE INC /MA/,101003.0
AWX,129218,AVALON HOLDINGS CORP,100004.0
AXGN,822853,"AxoGen, Inc.",106004.0
AXL,980335,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,
AXN,329205,"AOXING PHARMACEUTICAL COMPANY, INC.",106005.0
AXON,41996,Axovant Sciences Ltd.,106002.0
AXP,413080,AMERICAN EXPRESS CO,104007.0
AXS,971612,AXIS CAPITAL HOLDINGS LTD,
AXTA,702906,Axalta Coating Systems Ltd.,110001.0
AXTI,704072,AXT INC,101004.0
AYI,61705,ACUITY BRANDS INC,100001.0
AYX,695370,"Alteryx, Inc.",101003.0
AZO,58197,AUTOZONE INC,103002.0
AZPN,445871,Aspen Technology Inc,101003.0
AZZ,82401,AZZ INC,100001.0
BA,70844,BOEING CO,100008.0
BABL,666098,Buildablock Corp.,
BABY,497305,Natus Medical Inc,106004.0
BAC,71941,BANK OF AMERICA CORP /DE/,104002.0
BAH,182296,Booz Allen Hamilton Holding Corp,100002.0
BAX,254808,BAXTER INTERNATIONAL INC,106003.0
BB,1108872,BLACKBERRY Ltd,101005.0
BBBI,1017398,Birmingham Bloomfield Bancshares,
BBBY,60362,BED BATH & BEYOND INC,103002.0
BBGI,652265,BEASLEY BROADCAST GROUP INC,103001.0
BBRG,350647,"Bravo Brio Restaurant Group, Inc.",103003.0
BBSI,684470,BARRETT BUSINESS SERVICES INC,100011.0
BBT,245217,BB&T CORP,104002.0
BBY,71192,BEST BUY CO INC,103002.0
BC,121407,BRUNSWICK CORP,103015.0
BCEI,960881,"Bonanza Creek Energy, Inc.",107002.0
BCLR,996265,"BARCLAY ROAD, INC.",
BCO,494050,BRINKS CO,100007.0
BCOR,651518,"BLUCORA, INC.",104001.0
BCPC,700317,BALCHEM CORP,110001.0
BCR,71733,BARD C R INC /NJ/,106003.0
BCSI,989884,BLUE COAT SYSTEMS INC,
BDN,949484,BRANDYWINE REALTY TRUST,
BDX,71373,BECTON DICKINSON & CO,106003.0
BE,1059129,Bloom Energy Corp,107007.0
BEBE,998467,"bebe stores, inc.",
BEN,378153,Franklin Resources,104001.0
BERK,998453,BERKSHIRE BANCORP INC /DE/,
BERY,470977,BERRY GLOBAL GROUP INC,103018.0
BFAM,132997,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,103020.0
BFB,185450,BROWN FORMAN CORP,102004.0
BFLD,666100,BROADCAST LIVE DIGITAL CORP.,
BFS,664571,SAUL CENTERS INC,109001.0
BG,445920,Bunge LTD,102002.0
BGCP,625540,"BGC Partners, Inc.",104003.0
BGG,252726,BRIGGS & STRATTON CORP,100001.0
BGNE,734219,"BeiGene, Ltd.",106002.0
BGS,327019,"B&G Foods, Inc.",102002.0
BGSF,346052,"BG Staffing, Inc.",100011.0
BH,995149,Biglari Holdings Inc.,
BHE,95106,BENCHMARK ELECTRONICS INC,101001.0
BHF,696260,"Brighthouse Financial, Inc.",104004.0
BHI,71832,BAKER HUGHES Holdings LLC,107004.0
BHLB,998454,BERKSHIRE HILLS BANCORP INC,
BHR,949483,Braemar Hotels & Resorts Inc.,109001.0
BID,136608,SOTHEBYS,103002.0
BIG,49609,BIG LOTS INC,102001.0
BIIB,71079,BIOGEN INC.,106002.0
BIO,130356,BIO RAD LABORATORIES INC,106001.0
BJRI,537369,BJs RESTAURANTS INC,103003.0
BK,467599,Bank of New York Mellon Corp,104001.0
BKD,732304,Brookdale Senior Living Inc.,106011.0
BKE,196385,BUCKLE INC,103002.0
BKH,253495,BLACK HILLS POWER INC,105001.0
BKI,889703,"Black Knight, Inc.",101003.0
BKNG,261036,Booking Holdings Inc.,103015.0
BKR,679135,Baker Hughes Company,107004.0
BKS,763488,BARNES & NOBLE INC,103002.0
BKTI,546874,BK Technologies,101005.0
BKU,815914,"BankUnited, Inc.",104002.0
BL,371763,"BLACKLINE, INC.",101003.0
BLCM,808260,"BELLICUM PHARMACEUTICALS, INC",106002.0
BLD,1055096,TopBuild Corp,110005.0
BLDR,826504,"Builders FirstSource, Inc.",110005.0
BLFS,148798,BIOLIFE SOLUTIONS INC,106003.0
BLK,914,"BlackRock, Inc.",104001.0
BLKB,445967,Blackbaud Inc,101003.0
BLL,247618,BALL CORP,103018.0
BLOX,252645,INFOBLOX INC,101005.0
BLUD,337852,IMMUCOR INC,
BLUE,787981,"bluebird bio, Inc.",106002.0
BMI,252337,BADGER METER INC,101001.0
BMRA,245138,BIOMERICA INC,106003.0
BMRN,135371,BIOMARIN PHARMACEUTICAL INC,106002.0
BMS,687804,BEMIS CO INC,103018.0
BMY,255210,BRISTOL MYERS SQUIBB CO,106005.0
BNCL,748225,Beneficial Bancorp Inc.,104002.0
BNED,75409,"Barnes & Noble Education, Inc.",103002.0
BNFT,967945,"Benefitfocus, Inc.",101002.0
BOFI,645887,"BofI Holding, Inc.",104002.0
BOH,998597,BANK OF HAWAII CORP,
BOJA,82963,"Bojangles', Inc.",103003.0
BOKF,344670,BOK FINANCIAL CORP ET AL,104002.0
BOMN,825115,BOSTON OMAHA Corp,100013.0
BONT,200557,BON TON STORES INC,103002.0
BOOM,953277,DMC Global Inc.,107004.0
BOOT,39510,"Boot Barn Holdings, Inc.",103002.0
BOX,47121,BOX INC,101003.0
BOXL,1017526,Boxlight Corp,
BPI,901866,Zovio Inc,102006.0
BPL,669884,"BUCKEYE PARTNERS, L.P.",107003.0
BPMC,781830,Blueprint Medicines Corp,106002.0
BPMP,960880,BP Midstream Partners LP,107003.0
BPOP,883509,POPULAR INC,104002.0
BR,143497,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",100002.0
BRBR,1011103,"BELLRING BRANDS, INC.",
BRC,246429,BRADY CORP,100007.0
BRCD,186307,BROCADE COMMUNICATIONS SYSTEMS INC,101001.0
BRCM,261267,BROADCOM CORP,101004.0
BREW,63411,"CRAFT BREW ALLIANCE, INC.",102004.0
BRG,949482,"Bluerock Residential Growth REIT, Inc.",
BRID,33021,BRIDGFORD FOODS CORP,102002.0
BRKA,71306,BERKSHIRE HATHAWAY INC,111001.0
BRKS,531292,BROOKS AUTOMATION INC,101004.0
BRMK,996201,Broadmark Realty Capital Inc.,
BRO,245531,BROWN & BROWN INC,104003.0
BRRE,547113,BLUE RIDGE REAL ESTATE CO,109002.0
BRS,255858,Bristow Group Inc,107004.0
BRSS,778121,"GLOBAL BRASS & COPPER HOLDINGS, INC.",100001.0
BRX,108186,Brixmor Property Group Inc.,109001.0
BRY,960878,"Berry Petroleum Company, LLC",
BSET,675839,BASSETT FURNITURE INDUSTRIES INC,103004.0
BSIG,990127,BrightSphere Investment Group Inc.,
BSM,960876,"Black Stone Minerals, L.P.",
BSPM,543906,"Biostar Pharmaceuticals, Inc.",106005.0
BSQR,101318,BSQUARE CORP /WA,101003.0
BSTC,822442,BIOSPECIFICS TECHNOLOGIES CORP,106002.0
BSTG,148380,"Biostage, Inc.",106002.0
BSX,239516,BOSTON SCIENTIFIC CORP,106004.0
BTAI,818572,"BioXcel Therapeutics, Inc.",106002.0
BTU,918412,PEABODY ENERGY CORP,
BURL,179036,"Burlington Stores, Inc.",102001.0
BV,977402,"BrightView Holdings, Inc.",100002.0
BVSN,156413,BROADVISION INC,101003.0
BV_old,59824,Bazaarvoice Inc,101003.0
BWA,70746,BORGWARNER INC,103005.0
BWLA,287640,BOWL AMERICA INC,103001.0
BWXT,914354,"BWX Technologies, Inc.",100008.0
BX,498254,Blackstone Group L.P.,104001.0
BXC,673388,BlueLinx Holdings Inc.,110005.0
BXP,70579,BOSTON PROPERTIES INC,109001.0
BYD,899361,BOYD GAMING CORP,103015.0
BYND,917697,"BEYOND MEAT, INC.",102002.0
BZH,505724,BEAZER HOMES USA INC,103013.0
C,89126,CITIGROUP INC,104002.0
C649,897673,Dialogic Inc.,
CA,262416,"CA, INC.",101003.0
CABO,1053849,"Cable One, Inc.",108001.0
CACC,980324,CREDIT ACCEPTANCE CORP,104007.0
CACI,254661,CACI INTERNATIONAL INC /DE/,101003.0
CAG,326285,CONAGRA FOODS INC /DE/,102002.0
CAGU,154936,CASTLE GROUP INC,109002.0
CAH,159950,CARDINAL HEALTH INC,106014.0
CAKE,817638,CHEESECAKE FACTORY INC,103003.0
CAL,49132,CALERES INC,103004.0
CALA,817563,"Calithera Biosciences, Inc.",106002.0
CALD,100006,CALLIDUS SOFTWARE INC,101003.0
CALL,144735,MAGICJACK VOCALTEC LTD,108001.0
CALM,776100,CAL-MAINE FOODS INC,102002.0
CALX,1060039,"CALIX, INC",101003.0
CAMP,75639,CalAmp Corp.,101005.0
CAPC,877745,"CAPSTONE COMPANIES, INC.",
CAPL,998434,CrossAmerica Partners LP,
CAR,980327,"AVIS BUDGET GROUP, INC.",103002.0
CARG,645427,"CarGurus, Inc.",101002.0
CARS,650652,Cars.com Inc.,103005.0
CASA,1007468,Casa Systems Inc,
CASI,877522,"CASI Pharmaceuticals, Inc.",106002.0
CASY,188690,CASEYS GENERAL STORES INC,102001.0
CAT,253953,CATERPILLAR INC,100009.0
CATO,998426,CATO CORP,
CAVM,446086,Cavium Inc,101004.0
CBB,618601,CINCINNATI BELL INC,108001.0
CBI,111879,CHICAGO BRIDGE & IRON CO N V,100003.0
CBK,100810,CHRISTOPHER & BANKS CORP,103002.0
CBKM,259775,CONSUMERS BANCORP INC /OH/,
CBL,664568,CBL & ASSOCIATES PROPERTIES INC,109001.0
CBLK,896985,"Carbon Black, Inc.",101003.0
CBM,100602,CAMBREX CORP,106002.0
CBOE,120616,"CBOE Holdings, Inc.",104003.0
CBRE,378105,CBRE Group,109002.0
CBRL,37621,"CRACKER BARREL OLD COUNTRY STORE, INC",103003.0
CBSH,593216,COMMERCE BANCSHARES INC /MO/,104002.0
CBT,1050281,CABOT CORP,
CC,536512,Chemours Co,110001.0
CCE,849813,"COCA-COLA REFRESHMENTS USA, INC.",102005.0
CCF,90312,CHASE CORP,100001.0
CCFI,160245,Community Choice Financial Inc.,
CCH,704561,"Cheniere Corpus Christi Holdings, LLC",
CCI,378122,Crown Castle International Corp.,108001.0
CCK,446122,Crown Holdings Inc,103018.0
CCL,288836,CARNIVAL CORP,103015.0
CCMP,927135,CABOT MICROELECTRONICS CORP,101004.0
CCOH,650825,"Clear Channel Outdoor Holdings, Inc.",
CCOI,125781,"COGENT COMMUNICATIONS HOLDINGS, INC.",108001.0
CCS,350948,"Century Communities, Inc.",103013.0
CCXI,795982,"ChemoCentryx, Inc.",106002.0
CDAY,1050283,Ceridian HCM Holding Inc.,101003.0
CDE,529633,"Coeur Mining, Inc.",110004.0
CDI,531420,CDI CORP,
CDK,749032,"CDK Global, Inc.",101003.0
CDNA,171003,"CareDx, Inc.",106001.0
CDNS,107614,CADENCE DESIGN SYSTEMS INC,101003.0
CDR,664567,"CEDAR REALTY TRUST, INC.",109001.0
CDW,683318,CDW Corp,101003.0
CDZI,1159130,CADIZ INC,100003.0
CE,109593,Celanese Corp,110001.0
CELG,410976,CELGENE CORP /DE/,106002.0
CELH,986557,"Celsius Holdings, Inc.",102005.0
CENT,239618,CENTRAL GARDEN & PET CO,102002.0
CEQP,998428,Crestwood Equity Partners LP,
CERN,259186,CERNER CORP /MO/,101003.0
CETV,651857,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,103001.0
CETX,178699,CEMTREX INC,100001.0
CF,119051,"CF Industries Holdings, Inc.",110003.0
CFG,378202,Citizens Financial Group,104002.0
CFMS,613117,ConforMIS Inc,106003.0
CFR,419929,"CULLEN/FROST BANKERS, INC.",104002.0
CFX,1067476,Colfax CORP,100003.0
CGA,532888,"China Green Agriculture, Inc.",110003.0
CGNX,710555,COGNEX CORP,101001.0
CHAP,960877,"Chaparral Energy, Inc.",
CHART,708868,Vistra Energy Corp.,105002.0
CHD,378113,Church & Dwight,102002.0
CHDN,883031,CHURCHILL DOWNS Inc,103015.0
CHE,115043,CHEMED CORP,106011.0
CHEF,350160,"Chefs' Warehouse, Inc.",102001.0
CHGG,987221,"CHEGG, INC",103020.0
CHH,1059905,CHOICE HOTELS INTERNATIONAL INC /DE,103015.0
CHJI,815913,"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",
CHK,378111,Chesapeake Energy,107002.0
CHKE,240259,CHEROKEE INC,103002.0
CHNG,987613,Change Healthcare Inc.,101003.0
CHRS,540930,"Coherus BioSciences, Inc.",106002.0
CHRW,378101,C. H. Robinson Worldwide,100010.0
CHSP,115723,Chesapeake Lodging Trust,109001.0
CHTR,378110,Charter Communications,108001.0
CHWY,951287,"Chewy, Inc.",103002.0
CI,378114,CIGNA Corp.,106006.0
CICC,646381,"China Internet Cafe Holdings Group, Inc.",
CIDM,620342,Cinedigm Corp.,103001.0
CIE,546550,"Cobalt International Energy, Inc.",107002.0
CIEN,49697,CIENA CORP,101005.0
CIK,113301,"Crédit Suisse Asset Management Income Fund, INC.",104001.0
CIK0,361112,Aramark,103003.0
CIK0001446,160863,"Macquarie Equipment Leasing Fund, LLC",
CIK0001536,653045,"iVoiceIdeas, Inc.",
