Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
ITI,59550,USD,2020,Q4,2021-06-01,2021-06-01,41176000.0,41599000.0,117138000.0,-70282000.0,46856000.0,-45798000.0,-39164000.0,-5130000.0,-1504000.0,1058000,167000.0,113000.0,1225000,-619000.0,606000,-115000.0,491000,9643000.0,10134000,10134000
ITW,378165,USD,2021,Q1,2021-05-06,2021-05-06,316475000.0,317850000.0,12890000000.0,-7543000000.0,5347000000.0,-2321000000.0,-2169000000.0,,-152000000.0,3026000000,-192000000.0,-207000000.0,2834000000,0.0,2834000000,-620000000.0,2214000000,0.0,2214000000,2214000000
IVDN,258246,USD,2020,Q3,2020-09-21,2020-09-21,30630178.0,30630178.0,201287.0,-95340.0,105947.0,-602577.0,-602577.0,,,-496630,-33467.0,-20866.0,-530097,17000.0,-513097,0.0,-513097,,-513097,-513097
IVTY,103578,USD,2018,Q2,2018-08-03,2018-08-03,19107882.0,19107882.0,40834000.0,-13623000.0,27211000.0,-60879000.0,-52672000.0,-8207000.0,,-33668000,-2793000.0,-2648000.0,-36461000,0.0,-36461000,,-36461000,,-36461000,-36461000
IVZ,378170,USD,2021,Q1,2021-04-30,2021-04-30,460975000.0,463950000.0,6206399999.0,-3830499999.0,2375900000.0,-1048699999.0,-537500000.0,,0.0,1327200001,422100000.0,-101400000.0,1749300001,-379500000.0,1369800001,-310700000.0,1059100001,0.0,947900001,711100001
J,378172,USD,2021,Q2,2021-05-10,2021-05-10,130155250.0,131286750.0,13709455000.0,-11016420000.0,2693035000.0,-2303357000.0,-2303357000.0,,,389678000,215991000.0,-60482000.0,605669000,-20967000.0,605669000,-114204000.0,491465000,41823000.0,595015000,595015000
JAN,165913,USD,2021,Q1,2021-05-17,2021-05-17,1887213.0,1887213.0,34089000.0,-25315000.0,8774000.0,-16480000.0,-16480000.0,,,-7706000,-1267000.0,-464000.0,-8973000,3242000.0,-5731000,18000.0,-5713000,,-5713000,-5713000
JAZZ,364811,USD,2021,Q1,2021-05-04,2021-05-04,55840000.0,57126250.0,2436422000.0,-160449000.0,2275973000.0,-1497107000.0,-906341000.0,-325841000.0,-264925000.0,778866000,-109783000.0,-108587000.0,669083000,-49000000.0,620083000,-102823000.0,518281000,34345000.0,518281000,518281000
JBHT,378173,USD,2021,Q1,2021-05-03,2021-05-03,105623250.0,106732500.0,9973896000.0,-7933172000.0,2040724000.0,-1274694000.0,-175909000.0,,-534825000.0,766030000,-47082000.0,-47082000.0,718948000,,718948000,-171141000.0,547807000,,547807000,547807000
JBL,79450,USD,2021,Q2,2021-04-02,2021-04-02,150427000.0,154617250.0,28296732000.0,-26145398000.0,2151334000.0,-1369290000.0,-1280800000.0,-39569000.0,-48921000.0,782044000,-147351000.0,-139340000.0,634693000,-11727000.0,622966000,-250959000.0,372007000,,368869000,368869000
JCG,181659,USD,2019,Q3,2019-12-02,2019-12-02,63395000.0,65918000.0,2526743000.0,-1684561000.0,842182000.0,-860532000.0,-860532000.0,,,-18350000,-146923000.0,-146923000.0,-165273000,-13841000.0,-179114000,24441000.0,-154673000,,-154673000,-154673000
JCI,360440,USD,2021,Q2,2021-04-30,2021-04-30,729875000.0,732775000.0,22232000000.0,-14754000000.0,7478000000.0,-5334000000.0,-5334000000.0,,,2144000000,-1000000.0,-223000000.0,2143000000,-706000000.0,1437000000,-300000000.0,1137000000,124000000.0,1053000000,1053000000
JCP,180279,USD,2020,Q3,2020-12-10,2020-12-10,324050000.0,324050000.0,7906000000.0,-5167000000.0,2739000000.0,-3433000000.0,-2626000000.0,,-592000000.0,-694000000,-311000000.0,-311000000.0,-1005000000,-348000000.0,-1353000000,68000000.0,-1285000000,11000000.0,-1285000000,-1285000000
JEF,378180,USD,2020,Q4,2021-01-29,2021-01-29,287536250.0,290806500.0,6955930000.0,-32652000.0,6923278000.0,-4444850000.0,-1078956000.0,,-158439000.0,2478428000,-1335862000.0,-1335862000.0,1142566000,-75483000.0,1067083000,-298673000.0,768410000,,775239000,769605000
JLL,122208,USD,2021,Q1,2021-05-06,2021-05-06,51573250.0,52211250.0,16531000000.0,-5278700000.0,11252300000.0,-10531600000.0,-2572900000.0,,-224400000.0,720700000,62400000.0,-48600000.0,783100000,-145500000.0,637600000,-130100000.0,507500000,,500200000,500200000
JMBA,365536,USD,2018,Q2,2018-08-13,2018-08-13,15589773.0,15574421.0,78265000.0,-29185000.0,49080000.0,-50486000.0,-38037000.0,,-3510000.0,-1406000,-300000.0,-300000.0,-1706000,-561000.0,-2267000,704000.0,-1563000,,-1563000,-1563000
JNJ,89661,USD,2021,Q1,2021-04-30,2021-04-30,2632275000.0,2671125000.0,84214000000.0,-28428000000.0,55786000000.0,-35070000000.0,-22313000000.0,-12757000000.0,,20716000000,-2876000000.0,-180000000.0,17840000000,-423000000.0,17417000000,-2302000000.0,15115000000,,15115000000,15115000000
JOY,39382,USD,2017,Q1,2017-03-03,2017-03-03,98305500.0,98305500.0,2342869000.0,-1806426000.0,536443000.0,-470509000.0,-477382000.0,,,65934000,-44665000.0,-44665000.0,21269000,-64009000.0,-42740000,18839000.0,-23901000,5466000.0,-18435000,-18435000
JVA,40037,USD,2021,Q2,2021-06-14,2021-06-14,5645078.0,5645078.0,67556833.0,-56366566.0,11190267.0,-13244887.0,-12584427.0,,,-2054620,506821.0,-121639.0,-1547799,2516578.0,968779,-379265.0,589514,,1041385,1041385
JW-A,195872,USD,2021,Q3,2021-03-05,2021-03-05,55950500.0,55863500.0,1879866000.0,-607889000.0,1271977000.0,-1066703000.0,-996900000.0,,-69803000.0,205274000,-10557000.0,-4166000.0,194717000,-237282000.0,-42565000,-8552000.0,-51117000,,-51117000,-51117000
JWN,184768,USD,2021,Q1,2021-06-04,2021-06-04,157725000.0,157725000.0,11605000000.0,-7809000000.0,3796000000.0,-4115000000.0,-4115000000.0,,,-319000000,-284000000.0,-284000000.0,-603000000,0.0,-603000000,268000000.0,-335000000,,-335000000,-335000000
K,97995,USD,2021,Q1,2021-05-07,2021-05-07,342500000.0,344750000.0,13942000000.0,-9193000000.0,4749000000.0,-2975000000.0,-2975000000.0,,,1774000000,-151000000.0,-276000000.0,1623000000,,1623000000,-338000000.0,1285000000,,1272000000,1272000000
KANP,275886,USD,2021,Q1,2021-05-14,2021-05-14,1845000.0,1845000.0,3163000.0,-4587000.0,-1424000.0,-7960000.0,-7731000.0,,-229000.0,-9384000,,,-9384000,0.0,-9384000,1957000.0,-7427000,,-6579000,-6579000
KAR,123411,USD,2021,Q1,2021-05-05,2021-05-05,129300000.0,129225000.0,2123800000.0,-1220600000.0,903200000.0,-722600000.0,-532000000.0,,-190600000.0,180600000,-75700000.0,-121800000.0,104900000,-29800000.0,75100000,-26500000.0,48600000,0.0,48600000,48600000
KDP,378130,USD,2021,Q1,2021-04-29,2021-04-29,1407750000.0,1423475000.0,11907000000.0,-5273000000.0,6634000000.0,-3913000000.0,-3911000000.0,,55000000.0,2721000000,-585000000.0,-591000000.0,2136000000,-190000000.0,1946000000,-452000000.0,1494000000,,1494000000,1494000000
KE,175788,USD,2021,Q3,2021-05-06,2021-05-06,25088000.0,25286000.0,1248838000.0,-1141659000.0,107179000.0,-56946000.0,-57663000.0,,,50233000,1218000.0,-2619000.0,51451000,0.0,51451000,-10379000.0,41072000,,41072000,41072000
KEYS,186556,USD,2021,Q2,2021-05-28,2021-05-28,186250000.0,188000000.0,4632000000.0,-1826000000.0,2806000000.0,-1899000000.0,-1144000000.0,-770000000.0,,907000000,-53000000.0,-76000000.0,854000000,,854000000,-103000000.0,751000000,,751000000,751000000
KFY,211211,USD,2021,Q3,2021-03-11,2021-03-11,53156000.0,53530000.0,1711528000.0,-1270762000.0,440766000.0,-277809000.0,-200622000.0,,-61024000.0,162957000,-13203000.0,-28684000.0,149754000,-71198000.0,78556000,-30366000.0,48190000,,47462000,47462000
KIM,378175,USD,2021,Q1,2021-04-30,2021-04-30,430147250.0,432072750.0,1050457000.0,-178150000.0,872307000.0,-559527000.0,-96678000.0,,-294434000.0,312780000,-109415000.0,-188560000.0,203365000,852791000.0,1056156000,-2243000.0,1053913000,-9771000.0,1048675000,1023259000
KIRK,188255,USD,2021,Q1,2021-06-01,2021-06-01,14201250.0,15102500.0,589818000.0,-386961000.0,202857000.0,-158409000.0,0.0,,-6417000.0,44448000,-100000.0,-436000.0,44348000,-6513000.0,37835000,-12039000.0,25796000,,25796000,25796000
KITE,73743,USD,2017,Q2,2017-08-08,2017-08-08,51568699.0,51568699.0,32136000.0,,32136000.0,-387099000.0,-134159000.0,-252940000.0,,-354963000,2471000.0,4758000.0,-352492000,-516000.0,-353008000,-6093000.0,-359101000,,-359101000,-359101000
KKD,47513,USD,2017,Q1,2017-06-10,2017-06-10,64594750.0,66115500.0,522724000.0,-418700000.0,104024000.0,-43837000.0,-27575000.0,,-16262000.0,60187000,-588000.0,-1410000.0,59599000,-9470000.0,50129000,-18981000.0,31148000,,31148000,31148000
KLAC,132518,USD,2021,Q3,2021-04-30,2021-04-30,154622250.0,155814500.0,6452856000.0,-2621468000.0,3831388000.0,-1609530000.0,-705371000.0,-904159000.0,,2221858000,-165178000.0,-157579000.0,2056680000,0.0,2056680000,-202070000.0,1854610000,,1856696000,1856696000
KLIC,362126,USD,2021,Q2,2021-05-06,2021-05-06,62027250.0,62763750.0,936158000.0,-507874000.0,428284000.0,-257109000.0,-124597000.0,-132512000.0,,171175000,2686000.0,2686000.0,173861000,0.0,173861000,-27213000.0,146618000,,146618000,146618000
KLXI,98588,USD,2018,Q2,2018-08-28,2018-08-28,60871450.0,61642350.0,1925200000.0,-1390600000.0,534600000.0,-294000000.0,-294000000.0,,,240600000,-75600000.0,-75600000.0,165000000,0.0,165000000,-84200000.0,80800000,,80800000,80800000
KMG,51451,USD,2018,Q4,2018-11-14,2018-11-14,14708000.0,15111000.0,465556000.0,-267895000.0,197661000.0,-109462000.0,-94339000.0,,-15123000.0,88199000,-22592000.0,-21529000.0,65607000,-1208000.0,64399000,442000.0,64841000,-8000.0,64841000,64841000
KMI,88392,USD,2021,Q1,2021-04-23,2021-04-23,2263000000.0,2263000000.0,13805000000.0,-3891000000.0,9914000000.0,-5554000000.0,-545000000.0,,-2140000000.0,4360000000,-605000000.0,-1536000000.0,3755000000,-1087000000.0,2668000000,-772000000.0,1896000000,-2000000.0,1834000000,1834000000
KMX,327637,USD,2020,Q4,2021-04-20,2021-04-20,163183000.0,165133000.0,18950149000.0,-16571024000.0,2379125000.0,-1898775000.0,-1898775000.0,,,480350000,484907000.0,-86178000.0,965257000,,965257000,-218338000.0,746919000,,746919000,746919000
KO,82117,USD,2021,Q1,2021-04-27,2021-04-27,4299500000.0,4324250000.0,33433000000.0,-13567000000.0,19866000000.0,-10527000000.0,-9752000000.0,,,9339000000,163000000.0,-1362000000.0,9502000000,,9502000000,-2274000000.0,7228000000,-57000000.0,7217000000,7217000000
KR,258154,USD,2021,Q1,2021-06-25,2021-06-25,771375000.0,779375000.0,132247000000.0,-102952000000.0,29295000000.0,-27036000000.0,-24253000000.0,,-2783000000.0,2259000000,-499000000.0,-535000000.0,1760000000,204000000.0,1964000000,-445000000.0,1519000000,,1513000000,1513000000
KSPN,197548,USD,2021,Q1,2021-06-15,2021-06-15,1973250.0,1973250.0,167373000.0,-149191000.0,18182000.0,-19590000.0,-19590000.0,,,-1408000,-2036000.0,-2036000.0,-3444000,15270000.0,-3444000,3542000.0,98000,-44351000.0,98000,98000
KSS,186130,USD,2021,Q1,2021-06-03,2021-06-03,154000000.0,154500000.0,17414000000.0,-10806000000.0,6608000000.0,-5983000000.0,-5125000000.0,,-858000000.0,625000000,-293000000.0,-293000000.0,332000000,-97000000.0,235000000,157000000.0,392000000,,392000000,392000000
KSU,99395,USD,2021,Q1,2021-04-16,2021-04-16,93367000.0,93851000.0,2606900000.0,-1254599999.0,1352300001.0,-360500000.0,,,-360500000.0,991800001,-129600000.0,-155700000.0,862200001,-24600000.0,837600001,-217400000.0,620200001,,618200001,618100001
KTEC_delis,368599,USD,2018,Q1,2018-02-13,2018-02-13,6472250.0,6472250.0,143823000.0,-97302000.0,46521000.0,-40691000.0,-28164000.0,-11672000.0,-855000.0,5830000,-1014000.0,,4816000,-7000.0,4809000,-2842000.0,1967000,,1967000,1967000
KTWO,350257,USD,2018,Q3,2018-11-08,2018-11-08,43176705.0,43176705.0,280616000.0,-100021000.0,180595000.0,-222665000.0,-198807000.0,-23858000.0,,-42070000,-8636000.0,-8368000.0,-50706000,0.0,-50706000,3953000.0,-46753000,,-46753000,-46753000
KWR,116818,USD,2020,Q4,2021-03-01,2021-03-01,17697496.0,17697496.0,1417677000.0,-904234000.0,513443000.0,-380752000.0,-380752000.0,,,132691000,-32221000.0,-26603000.0,100470000,-73331000.0,27139000,5296000.0,39787000,,39658000,39658000
LABL,35331,USD,2018,Q4,2019-05-28,2019-05-28,20468000.0,20468000.0,1725554000.0,-1403634000.0,321920000.0,-161421000.0,-160710000.0,,,160499000,-77679000.0,-75399000.0,82820000,-99155000.0,-16335000,-12332000.0,-28667000,,-29041000,-29041000
LAKE,243284,USD,2021,Q1,2021-06-09,2021-06-09,7981881.0,8165928.0,147510000.0,-76018000.0,71492000.0,-33771000.0,,,,37721000,25000.0,-7000.0,37746000,,37746000,-6633000.0,31113000,0.0,31113000,31113000
LAMR,143321,USD,2021,Q1,2021-05-04,2021-05-04,100850992.0,100968364.0,1533168000.0,-539382000.0,993786000.0,-598264000.0,-278319000.0,,-249732000.0,395522000,-128443000.0,-128443000.0,267079000,-21723000.0,245356000,-4134000.0,241222000,,241222000,240857000
LANC,253076,USD,2021,Q3,2021-05-04,2021-05-04,27468250.0,27504000.0,1402355000.0,-1023229000.0,379126000.0,-194145000.0,-198443000.0,,,184981000,31000.0,,185012000,129000.0,185141000,-44150000.0,140991000,426000.0,140991000,140991000
LAYN,45965,USD,2018,Q1,2018-06-05,2018-06-05,19945250.0,20198750.0,430329000.0,-330418000.0,99911000.0,-91334000.0,-64298000.0,,-27036000.0,8577000,-13472000.0,-17282000.0,-4895000,1096000.0,-3799000,10618000.0,6819000,-22622000.0,-15803000,-15803000
LB,185942,USD,2021,Q1,2021-06-03,2021-06-03,278500000.0,282750000.0,13217000000.0,-7424000000.0,5793000000.0,-3323000000.0,-3323000000.0,,,2470000000,-613000000.0,-455000000.0,1857000000,-720000000.0,1857000000,-439000000.0,1418000000,,1418000000,1418000000
LCUT,276271,USD,2021,Q1,2021-05-06,2021-05-06,20945250.0,21116500.0,819752000.0,-532688000.0,287064000.0,-227392000.0,-227392000.0,,,59672000,-16555000.0,-16555000.0,43117000,394000.0,43511000,-16011000.0,28224000,2477000.0,28224000,28224000
LE,182473,USD,2021,Q1,2021-06-02,2021-06-02,32595500.0,32703000.0,1531737000.0,-872302000.0,659435000.0,-581713000.0,-538623000.0,,-38461000.0,77722000,-32305000.0,-31503000.0,45417000,0.0,45417000,-11299000.0,34118000,,34118000,34118000
LEATPK,155590,USD,2021,Q1,2021-05-12,2021-05-12,5401333.0,6136608.0,43958890.0,-24041769.0,19917121.0,-8219126.0,-3948592.0,-1539659.0,-876699.0,11697995,210630.0,0.0,11908625,-3600698.0,8307927,-2185665.0,6122262,,6122262,6122262
LEDS,93692,USD,2021,Q2,2021-04-12,2021-04-12,4125500.0,3907250.0,4893000.0,-4150000.0,743000.0,-4232000.0,-2797000.0,-1435000.0,,-3489000,1079000.0,-364000.0,-2410000,874000.0,-1536000,0.0,-1536000,,-1527000,-1527000
LEG,378178,USD,2021,Q1,2021-05-06,2021-05-06,135850000.0,136075000.0,4385600000.0,-3464300000.0,921300000.0,-452500001.0,-412900000.0,,-64600001.0,468799999,-71300000.0,-78000000.0,397499999,-25900000.0,371599999,-80500000.0,291099999,0.0,290999999,290999999
LEN,80077,USD,2021,Q1,2021-04-01,2021-04-01,309147750.0,309148500.0,23308985000.0,-19370379000.0,3938606000.0,-370718000.0,-386315000.0,,,3567888000,-55916000.0,,3511972000,515278000.0,4027250000,-934011000.0,3093239000,,3067953000,3067953000
LFUS,132253,USD,2021,Q1,2021-04-28,2021-04-28,24405750.0,24670500.0,1563393000.0,-1026111000.0,537282000.0,-304988000.0,-211595000.0,-52814000.0,-40579000.0,232294000,4359000.0,-20332000.0,236653000,-38191000.0,198462000,-35407000.0,163055000,,163055000,163055000
LH,378177,USD,2021,Q1,2021-05-04,2021-05-04,97400000.0,98325000.0,15316200000.0,-9492400000.0,5823800000.0,-2068800000.0,-1763600000.0,,-305200000.0,3755000000,-187300000.0,-200900000.0,3567700000,-59100000.0,3508600000,-864600000.0,2644000000,,2642900000,2642900000
LHX,248838,USD,2021,Q1,2021-05-03,2021-05-03,211350000.0,213200000.0,6742000000.0,-4382000000.0,2360000000.0,-1231000000.0,-1231000000.0,,,1129000000,40000000.0,-170000000.0,1169000000,250000000.0,1419000000,-194000000.0,1225000000,-4000000.0,1200000000,1200000000
LII,98304,USD,2021,Q1,2021-04-26,2021-04-26,38200000.0,38475000.0,3840800000.0,-2709900000.0,1130900000.0,-578800000.0,-570100000.0,,,552100000,-13800000.0,-25600000.0,538300000,-13200000.0,525100000,-96300000.0,428800000,-1200000.0,427600000,427600000
LITE,183087,USD,2021,Q3,2021-05-12,2021-05-12,75450000.0,78275000.0,1718800000.0,-962800000.0,756000000.0,-447300000.0,-237900000.0,-209400000.0,,308700000,-58999999.0,-64599999.0,249700001,199500000.0,449200001,-78000000.0,371200001,,371200001,371200001
LKQ,124743,USD,2021,Q1,2021-05-05,2021-05-05,303841250.0,304258000.0,11798681000.0,-7125572000.0,4673109000.0,-3487417000.0,-3214819000.0,,-272598000.0,1185692000,-83488000.0,-102032000.0,1102204000,-70516000.0,1031688000,-282056000.0,759947000,820000.0,759200000,759200000
LLL,378176,USD,2016,Q3,2016-10-27,2016-10-27,77675000.0,78900000.0,10393000000.0,-9424000000.0,969000000.0,,,,,969000000,-149000000.0,-170000000.0,820000000,-357000000.0,463000000,-50000000.0,413000000,-43000000.0,356000000,356000000
LLTC,178219,USD,2017,Q2,2017-01-31,2017-01-31,245067250.0,245516750.0,1484603000.0,-357028000.0,1127575000.0,-483850000.0,-190485000.0,-293365000.0,,643725000,7922000.0,-4156000.0,651647000,0.0,651647000,-151772000.0,499875000,,499875000,499875000
LMT,103644,USD,2021,Q1,2021-04-21,2021-04-21,279425000.0,280550000.0,66005000000.0,-57220000000.0,8785000000.0,,,,,8785000000,-333000000.0,-583000000.0,8452000000,-36000000.0,8416000000,-1408000000.0,7008000000,-55000000.0,6953000000,6953000000
LNG,260533,USD,2021,Q1,2021-05-04,2021-05-04,252375000.0,242225000.0,9739000000.0,-4823000000.0,4916000000.0,-2566000000.0,-302000000.0,-3000000.0,-935000000.0,2350000000,-1584000000.0,-1469000000.0,766000000,-296000000.0,470000000,-1000000.0,469000000,,-67000000,-67000000
LNN,80469,USD,2021,Q2,2021-04-06,2021-04-06,10850250.0,10907000.0,503573000.0,-345928000.0,157645000.0,-101017000.0,-87572000.0,-13445000.0,,56628000,-4463000.0,-3265000.0,52165000,,52165000,-8426000.0,43739000,,43739000,43739000
LNT,119577,USD,2021,Q1,2021-05-07,2021-05-07,249800000.0,250150000.0,3401000000.0,36000000.0,3437000000.0,-2687000000.0,-1295000000.0,,-633000000.0,750000000,-288000000.0,-275000000.0,462000000,97000000.0,559000000,66000000.0,625000000,0.0,625000000,615000000
LNTH,179201,USD,2021,Q1,2021-05-04,2021-05-04,61049250.0,61037000.0,341215000.0,-199426000.0,141789000.0,-152753000.0,-113653000.0,-39100000.0,,-10964000,-7854000.0,-10251000.0,-18818000,16152000.0,-2666000,-5136000.0,-7802000,,-7802000,-7802000
LOGI,353811,USD,2020,Q4,2021-05-12,2021-05-12,168523000.0,171775000.0,5252279000.0,-2916544000.0,2335735000.0,-1181948000.0,-936861000.0,-226023000.0,-19064000.0,1153787000,-5000.0,1784000.0,1153782000,-5662000.0,1148120000,-200863000.0,947257000,0.0,947257000,947257000
LOV,147014,USD,2017,Q2,2017-08-08,2017-08-08,31318750.0,31302000.0,30038000.0,-11565000.0,18473000.0,-23256000.0,-14542000.0,-3329000.0,-5385000.0,-4783000,286000.0,,-4497000,-4562000.0,-9059000,604000.0,-8455000,,-8455000,-8455000
LOW,186050,USD,2021,Q1,2021-05-27,2021-05-27,738750000.0,741000000.0,94344000000.0,-63155000000.0,31189000000.0,-20288000000.0,-18824000000.0,,-1464000000.0,10901000000,-854000000.0,-854000000.0,10047000000,-1060000000.0,8987000000,-2168000000.0,6819000000,,6819000000,6819000000
LPTH,246855,USD,2021,Q3,2021-05-06,2021-05-06,26089249.0,27509414.0,39239645.0,-24345135.0,14894510.0,-13355554.0,-10174098.0,-2025621.0,-1067802.0,1538956,-80017.0,-232675.0,1458939,0.0,1458939,-1074028.0,384911,,384911,384911
LRCX,101897,USD,2021,Q3,2021-04-28,2021-04-28,144267000.0,146295750.0,13272835000.0,-7102398000.0,6170437000.0,-2248619000.0,-798150000.0,-1450469000.0,,3921818000,-111606000.0,7688000.0,3810212000,-79444000.0,3810212000,-349738000.0,3460474000,,3460474000,3460474000
LRDC,176863,USD,2021,Q1,2020-10-15,2020-10-15,54514765.0,54514765.0,7735972.0,-7618532.0,117440.0,-354320.0,-72179.0,,,-236880,-39618.0,-39618.0,-276498,0.0,-276498,,-276498,,-276498,-276498
LTRX,172507,USD,2021,Q3,2021-04-30,2021-04-30,28467250.0,28467250.0,68236000.0,-38732000.0,29504000.0,-37169000.0,-26056000.0,-9550000.0,-1563000.0,-7665000,-516000.0,-334000.0,-8181000,3693000.0,-4488000,-161000.0,-4649000,,-4649000,-4649000
LULU,90670,USD,2021,Q1,2021-06-03,2021-06-03,130315750.0,130916250.0,4976382000.0,-2146479000.0,2829903000.0,-1813386000.0,-1806054000.0,,-7332000.0,1016517000,-1583000.0,,1014934000,-35461000.0,979473000,-274236000.0,705237000,,705237000,705237000
LUMN,373834,USD,2021,Q1,2021-05-06,2021-05-06,1080883750.0,1081588000.0,20513000000.0,-8835000000.0,11678000000.0,-8067000000.0,-3367000000.0,,-4700000000.0,3611000000,-1552000000.0,-1608000000.0,2059000000,-2642000000.0,-583000000,-488000000.0,-1071000000,2787000.0,-1071000000,-1071000000
LUV,205563,USD,2021,Q1,2021-04-27,2021-04-27,584000000.0,588500000.0,6866000000.0,-7426000000.0,-560000000.0,-2947000000.0,,,-1256000000.0,-3507000000,-459000000.0,-418000000.0,-3966000000,0.0,-3966000000,1102000000.0,-2864000000,,-2864000000,-2864000000
LVLT,378179,USD,2021,Q1,2021-05-06,2021-05-06,363471000.0,365323000.0,7942000000.0,-3488000000.0,4454000000.0,-3302000000.0,-1210000000.0,,-1710000000.0,1152000000,-236000000.0,-324000000.0,916000000,0.0,916000000,-227000000.0,689000000,,689000000,689000000
LXRX,56235,USD,2021,Q1,2021-05-06,2021-05-06,120050750.0,122611500.0,16023000.0,-1361000.0,14662000.0,-153448000.0,-40799000.0,-111049000.0,,-138786000,-7723000.0,-9580000.0,-146509000,133588000.0,-12921000,0.0,-12921000,,-12921000,-12921000
LZB,63005,USD,2021,Q3,2021-02-16,2021-02-16,46039000.0,46365500.0,1582055000.0,-892179000.0,689876000.0,-589772000.0,-589772000.0,,,100104000,6493000.0,91000.0,106597000,1900000.0,108497000,-35549000.0,72948000,,71260000,71260000
M,185124,USD,2021,Q1,2021-06-07,2021-06-07,311350000.0,313100000.0,19814000000.0,-12674000000.0,7140000000.0,-6917000000.0,-6917000000.0,,,223000000,-317000000.0,-312000000.0,-94000000,-399000000.0,-493000000,233000000.0,-260000000,,-260000000,-260000000
MA,331628,USD,2021,Q1,2021-04-29,2021-04-29,999250000.0,1003000000.0,15447000000.0,,15447000000.0,-7313000000.0,-6714000000.0,,-599000000.0,8134000000,-402000000.0,-418000000.0,7732000000,231000000.0,7963000000,-1417000000.0,6546000000,,6546000000,6546000000
MAMS,265007,USD,2019,Q4,2019-09-30,2019-09-30,12150000.0,12208000.0,37714000.0,-16743000.0,20971000.0,-16030000.0,-9993000.0,-5814000.0,-223000.0,4941000,-366000.0,-366000.0,4575000,0.0,4575000,-862000.0,3713000,,3713000,3713000
MAN,348449,USD,2021,Q1,2021-05-07,2021-05-07,57100000.0,57475000.0,18306300000.0,-15437500000.0,2868800000.0,-2553700000.0,-2553700000.0,,,315100000,-24800000.0,-24800000.0,290300000,-66800000.0,223500000,-139400000.0,84100000,,84100000,84100000
MANH,105128,USD,2021,Q1,2021-04-29,2021-04-29,63551250.0,64364000.0,589319000.0,-269121000.0,320198000.0,-204908000.0,-110965000.0,-85208000.0,-8735000.0,115290000,-1998000.0,98000.0,113292000,,113292000,-25939000.0,87353000,,87353000,87353000
MAR,98192,USD,2021,Q1,2021-05-10,2021-05-10,326125000.0,325625000.0,8206000000.0,-8975000000.0,-769000000.0,1093000000.0,-703000000.0,,-248000000.0,324000000,-566000000.0,-431000000.0,-242000000,-270000000.0,-512000000,203000000.0,-309000000,0.0,-309000000,-309000000
MAS,255010,USD,2021,Q1,2021-04-28,2021-04-28,259750000.0,259750000.0,7577000000.0,-4837000000.0,2740000000.0,-1305000000.0,-1305000000.0,,,1435000000,-321000000.0,-311000000.0,1114000000,0.0,1114000000,-279000000.0,835000000,17000000.0,788000000,788000000
MASI,350340,USD,2021,Q1,2021-04-27,2021-04-27,55033250.0,58116000.0,1173162000.0,-418851000.0,754311000.0,-501809000.0,-375880000.0,-125929000.0,,252502000,3830000.0,,256332000,-25000.0,256307000,-27098000.0,229209000,,229229000,229229000
MCD,243628,USD,2021,Q1,2021-05-05,2021-05-05,744850000.0,750175000.0,19618000000.0,-7205400000.0,12412600000.0,-4500900001.0,0.0,,-303100000.0,7911699999,-1263200000.0,-1238100000.0,6648499999,-4200000.0,6648499999,-1487700000.0,5160799999,,5160799999,5160799999
MCFT,208137,USD,2021,Q3,2021-05-12,2021-05-12,18785886.0,18860443.0,421370000.0,-321233000.0,100137000.0,-106084000.0,-105097000.0,,-987000.0,-5947000,-4022000.0,-4022000.0,-9969000,56437000.0,46468000,-9668000.0,36800000,,36800000,36800000
MCHP,333440,USD,2020,Q4,2021-05-18,2021-05-18,259600000.0,270600000.0,5438400000.0,-2059600000.0,3378800000.0,-2379000000.0,-610300000.0,-836400000.0,-932300000.0,999800000,-359000000.0,-355200000.0,640800000,-301300000.0,339500000,9900000.0,349400000,0.0,349400000,349400000
MCO,88874,USD,2021,Q1,2021-04-29,2021-04-29,187525000.0,189050000.0,5681000000.0,-1528000000.0,4153000000.0,-1451000000.0,-1221000000.0,,-230000000.0,2702000000,-122000000.0,-172000000.0,2580000000,-53000000.0,2527000000,-501000000.0,2026000000,,2026000000,2026000000
MDP,253689,USD,2021,Q3,2021-04-29,2021-04-29,46075000.0,45800000.0,2870700000.0,-996200001.0,1874499999.0,-1836800000.0,-1242200000.0,,-183700000.0,37699999,-166500000.0,-174100000.0,-128800001,471700000.0,342899999,-66800000.0,276099999,0.0,276099999,294099999
MDT,73420,USD,2021,Q3,2021-03-05,2021-03-05,1343350000.0,1351925000.0,27926000000.0,-10095000000.0,17831000000.0,-14217000000.0,-9913000000.0,-2429000000.0,-1775000000.0,3614000000,-662000000.0,-946000000.0,2952000000,-419000000.0,2533000000,369000000.0,2902000000,,2891000000,2891000000
